Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
cute sneakers,#REF!,#REF!,Green,No,1260,315,51,Green,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Cute,Active,everyday; fairy tale,3,No,For sale,1.0.0,Yes,ShoesHighcutCute1,878,10266,QyYoExD4R6xgzhzw3
cute sneakers,#REF!,#REF!,Light blue,No,1260,315,51,Aqua,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Cute,Active,everyday; fairy tale,4,No,For sale,1.0.0,Yes,ShoesHighcutCute0,878,5803,WdawbJs9jXzQsuFhx
cute sneakers,#REF!,#REF!,Blue,No,1260,315,51,Blue,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Cute,Active,everyday; fairy tale,5,No,For sale,1.0.0,Yes,ShoesHighcutCute5,878,10270,f2oLT3HRXWPPEmpTu
cute sneakers,#REF!,#REF!,Purple,No,1260,315,51,Purple,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Cute,Active,everyday; fairy tale,6,No,For sale,1.0.0,Yes,ShoesHighcutCute4,878,10269,w8pFobgTR68viQLPy
DAL slippers,#REF!,#REF!,NA,No,NFS,1010,251,Blue,Blue,1x1,NA,NA,Dodo Airlines,Received in mail from DAL after 30 flights,NA,NA,All Year,All Year,NA,Free,Simple,Simple,comfy; vacation,1,No,Not for sale,1.0.0,Yes,AccessoryGlassSlippers0,1184,12130,gg8YSYsr2xNKYS9rd
dance shoes,#REF!,#REF!,Silver,No,1200,300,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,All Year,NA,Free,Gorgeous,Simple,formal; party; theatrical,1,No,For sale,1.9.0,Yes,ShoesLowcutDanceshoes3,1363,14383,eELynoy6tYEYi8sTg
dance shoes,#REF!,#REF!,Black,No,1200,300,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,All Year,NA,Free,Gorgeous,Simple,formal; party; theatrical,2,No,For sale,1.9.0,Yes,ShoesLowcutDanceshoes0,1363,14263,y85WnXhnnxE26WDhx
dance shoes,#REF!,#REF!,Pink,No,1200,300,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,All Year,NA,Free,Gorgeous,Simple,formal; party; theatrical,3,No,For sale,1.9.0,Yes,ShoesLowcutDanceshoes5,1363,14385,Qe7dcXoBkPeB4Aays
dance shoes,#REF!,#REF!,Orange,No,1200,300,51,Orange,Orange,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,All Year,NA,Free,Gorgeous,Simple,formal; party; theatrical,4,No,For sale,1.9.0,Yes,ShoesLowcutDanceshoes2,1363,14382,wrBxZwZSHCv3gcK3R
dance shoes,#REF!,#REF!,Gold,No,1200,300,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,All Year,NA,Free,Gorgeous,Simple,formal; party; theatrical,5,No,For sale,1.9.0,Yes,ShoesLowcutDanceshoes1,1363,14381,rccPBBZPp5LKQXaqF
dance shoes,#REF!,#REF!,Green,No,1200,300,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,All Year,NA,Free,Gorgeous,Simple,formal; party; theatrical,6,No,For sale,1.9.0,Yes,ShoesLowcutDanceshoes6,1363,14386,GaTkYpycnMPNpkEkz
dance shoes,#REF!,#REF!,Blue,No,1200,300,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,All Year,NA,Free,Gorgeous,Simple,formal; party; theatrical,7,No,For sale,1.9.0,Yes,ShoesLowcutDanceshoes4,1363,14384,JRswHFLPGkqfshFbZ
dance shoes,#REF!,#REF!,Purple,No,1200,300,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,All Year,NA,Free,Gorgeous,Simple,formal; party; theatrical,8,No,For sale,1.9.0,Yes,ShoesLowcutDanceshoes7,1363,14387,dQzSTe9dzJYFBg9ne
earth-egg shoes,#REF!,#REF!,NA,Yes,NFS,800,351,Red,Yellow,1x1,NA,NA,Crafting,,Bunny Day (days before); Bunny Day,Yes,All Year,All Year,NA,Free,Active,Cute,fairy tale; party; theatrical,1,No,Not for sale,1.1.0,Yes,ShoesLowcutEggground0,1211,12455,PXnPHB4ZkaMwv3Y7s
embroidered shoes,#REF!,#REF!,White,No,2100,525,23,White,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Elegant,Cute,everyday; formal,1,No,For sale,1.0.0,Yes,ShoesLowcutEmbroidery1,1098,11987,rzZXksuyaHbm4SMM9
embroidered shoes,#REF!,#REF!,Black,No,2100,525,23,Black,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Elegant,Cute,everyday; formal,2,No,For sale,1.0.0,Yes,ShoesLowcutEmbroidery2,1098,11988,2JD3QbctqaQhPpBAb
embroidered shoes,#REF!,#REF!,Red,No,2100,525,23,Red,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Elegant,Cute,everyday; formal,3,No,For sale,1.0.0,Yes,ShoesLowcutEmbroidery0,1098,9847,GpHkK4Gy7yLYxbtcL
embroidered shoes,#REF!,#REF!,Blue,No,2100,525,23,Aqua,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Elegant,Cute,everyday; formal,4,No,For sale,1.0.0,Yes,ShoesLowcutEmbroidery3,1098,11989,SuLAcSivQvdYEXHJB
faux-fur ankle booties,#REF!,#REF!,Ruby red,No,1450,362,51,Red,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Elegant,Cute,everyday; fairy tale; formal; party; theatrical,1,No,For sale,1.0.0,Yes,ShoesHighcutFurboots2,767,11683,jdCjhSTkbKzX85LN2
faux-fur ankle booties,#REF!,#REF!,Olive,No,1450,362,51,Green,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Elegant,Cute,everyday; fairy tale; formal; party; theatrical,2,No,For sale,1.0.0,Yes,ShoesHighcutFurboots0,767,5476,5FBywrCNgwAiqhXa7
faux-fur ankle booties,#REF!,#REF!,Navy blue,No,1450,362,51,Blue,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Elegant,Cute,everyday; fairy tale; formal; party; theatrical,3,No,For sale,1.0.0,Yes,ShoesHighcutFurboots3,767,11684,Dzxt6pdX2LJWacn3H
faux-fur ankle booties,#REF!,#REF!,Beige,No,1450,362,51,Beige,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,All Year,Free,Elegant,Cute,everyday; fairy tale; formal; party; theatrical,4,No,For sale,1.0.0,Yes,ShoesHighcutFurboots1,767,11682,KAt8hHZ3mDftYYiYt
faux-shearling boots,#REF!,#REF!,Gray,No,1600,400,51,Gray,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Cute,Active,everyday; outdoorsy,1,No,For sale,1.0.0,Yes,ShoesHighcutMouton4,520,11550,GG7HfiPFNJvLwh5XC
faux-shearling boots,#REF!,#REF!,Black,No,1600,400,51,Black,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Cute,Active,everyday; outdoorsy,2,No,For sale,1.0.0,Yes,ShoesHighcutMouton3,520,11549,YksdBvaJ3k6ouj243
faux-shearling boots,#REF!,#REF!,Pink,No,1600,400,51,Pink,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Cute,Active,everyday; outdoorsy,3,No,For sale,1.0.0,Yes,ShoesHighcutMouton1,520,11547,pbeHtooPfjRSuwhmY
faux-shearling boots,#REF!,#REF!,Green,No,1600,400,51,Green,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Cute,Active,everyday; outdoorsy,4,No,For sale,1.0.0,Yes,ShoesHighcutMouton2,520,11548,gyP9Azdy4b7iaCGoH
faux-shearling boots,#REF!,#REF!,Beige,No,1600,400,51,Beige,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Cute,Active,everyday; outdoorsy,5,No,For sale,1.0.0,Yes,ShoesHighcutMouton0,520,4721,z8A8CEX4Zoxos8ECz
faux-suede sneakers,#REF!,#REF!,Berry red,No,1080,270,51,Red,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Free,Simple,Active,everyday; outdoorsy; sporty,1,No,For sale,1.0.0,Yes,ShoesLowcutSuede7,1003,10080,PcsAkqLHgZo2yhwSH
faux-suede sneakers,#REF!,#REF!,Pink,No,1080,270,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Simple,Active,everyday; outdoorsy; sporty,2,No,For sale,1.0.0,Yes,ShoesLowcutSuede4,1003,10077,oqSaR83bRDZiLnibc
faux-suede sneakers,#REF!,#REF!,Orange,No,1080,270,51,Orange,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Simple,Active,everyday; outdoorsy; sporty,3,No,For sale,1.0.0,Yes,ShoesLowcutSuede3,1003,10076,442jYo3kkgtjrfNJw
faux-suede sneakers,#REF!,#REF!,Green,No,1080,270,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Simple,Active,everyday; outdoorsy; sporty,4,No,For sale,1.0.0,Yes,ShoesLowcutSuede0,1003,6893,8ci7eigwwimo5zHrm
faux-suede sneakers,#REF!,#REF!,Light blue,No,1080,270,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Simple,Active,everyday; outdoorsy; sporty,5,No,For sale,1.0.0,Yes,ShoesLowcutSuede5,1003,10078,2h5vwhQBfHf6Qmbzc
faux-suede sneakers,#REF!,#REF!,Navy blue,No,1080,270,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Simple,Active,everyday; outdoorsy; sporty,6,No,For sale,1.0.0,Yes,ShoesLowcutSuede1,1003,10074,gCcxqWq9CrrDemMzu
faux-suede sneakers,#REF!,#REF!,Purple,No,1080,270,51,Purple,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Simple,Active,everyday; outdoorsy; sporty,7,No,For sale,1.0.0,Yes,ShoesLowcutSuede6,1003,10079,3gXbkXjifTka79wk5
faux-suede sneakers,#REF!,#REF!,Beige,No,1080,270,51,Beige,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Free,Simple,Active,everyday; outdoorsy; sporty,8,No,For sale,1.0.0,Yes,ShoesLowcutSuede2,1003,10075,h7v8F5izpTkwhCo9X
flashy animal boots,#REF!,#REF!,White,No,1260,315,51,White,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Cute,Simple,fairy tale; goth; party; comfy,1,No,For sale,1.5.0,Yes,ShoesLowcutHalloween2,1269,13414,drgjAsFgNKMfycSKd
flashy animal boots,#REF!,#REF!,Black,No,1260,315,51,Black,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Cute,Simple,fairy tale; goth; party; comfy,2,No,For sale,1.5.0,Yes,ShoesLowcutHalloween5,1269,13417,qWrmeNEbgMoSt3o4A
flashy animal boots,#REF!,#REF!,Red,No,1260,315,51,Red,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Cute,Simple,fairy tale; goth; party; comfy,3,No,For sale,1.5.0,Yes,ShoesLowcutHalloween4,1269,13416,Ap3sgz4qxppwGEXYa
flashy animal boots,#REF!,#REF!,Orange,No,1260,315,51,Orange,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Cute,Simple,fairy tale; goth; party; comfy,4,No,For sale,1.5.0,Yes,ShoesLowcutHalloween0,1269,13016,Nzi7JG2GRqQwRPQw9
flashy animal boots,#REF!,#REF!,Green,No,1260,315,51,Green,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Cute,Simple,fairy tale; goth; party; comfy,5,No,For sale,1.5.0,Yes,ShoesLowcutHalloween3,1269,13415,GiWy6GAokx9oe3qXJ
flashy animal boots,#REF!,#REF!,Purple,No,1260,315,51,Purple,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Cute,Simple,fairy tale; goth; party; comfy,6,No,For sale,1.5.0,Yes,ShoesLowcutHalloween1,1269,13413,QgD6tkxkLgroF9eXu
flip-flops,#REF!,#REF!,White,No,350,87,51,White,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Active,Active,outdoorsy; comfy; sporty; vacation,1,No,For sale,1.0.0,Yes,ShoesSandalBeachborder3,761,10735,43ihwwTdqsQFFdDra
flip-flops,#REF!,#REF!,Red,No,350,87,51,Red,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Active,Active,outdoorsy; comfy; sporty; vacation,2,No,For sale,1.0.0,Yes,ShoesSandalBeachborder7,761,10739,e49sttYMp9iQhn5JA
flip-flops,#REF!,#REF!,Pink,No,350,87,51,Pink,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Active,Active,outdoorsy; comfy; sporty; vacation,3,No,For sale,1.0.0,Yes,ShoesSandalBeachborder6,761,10738,KzSKyqg45TYFdmmq5
flip-flops,#REF!,#REF!,Orange,No,350,87,51,Orange,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Active,Active,outdoorsy; comfy; sporty; vacation,4,No,For sale,1.0.0,Yes,ShoesSandalBeachborder4,761,10736,A4KkCM8MYzSzgiLxm
flip-flops,#REF!,#REF!,Yellow,No,350,87,51,Yellow,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Active,Active,outdoorsy; comfy; sporty; vacation,5,No,For sale,1.0.0,Yes,ShoesSandalBeachborder2,761,10169,SKNg35jGs9MaLTD77
flip-flops,#REF!,#REF!,Green,No,350,87,51,Green,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Active,Active,outdoorsy; comfy; sporty; vacation,6,No,For sale,1.0.0,Yes,ShoesSandalBeachborder1,761,6922,wjnPzGx8aWE7G6gce
flip-flops,#REF!,#REF!,Light blue,No,350,87,51,Aqua,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Active,Active,outdoorsy; comfy; sporty; vacation,7,No,For sale,1.0.0,Yes,ShoesSandalBeachborder5,761,10737,YyhMNsS7x3fugPLzk
flip-flops,#REF!,#REF!,Blue,No,350,87,51,Blue,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Active,Active,outdoorsy; comfy; sporty; vacation,8,No,For sale,1.0.0,Yes,ShoesSandalBeachborder0,761,5470,b2pTnAJLeY3nCC85w
flower sandals,#REF!,#REF!,White,No,1200,300,51,White,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,All Year,Summer,Free,Cute,Cute,fairy tale; outdoorsy; vacation,1,No,For sale,1.0.0,Yes,ShoesSandalFlower6,766,10131,zEAdQCRGCGkGXo3zH
flower sandals,#REF!,#REF!,Black,No,1200,300,51,Black,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,All Year,NA,Free,Cute,Cute,fairy tale; outdoorsy; vacation,2,No,For sale,1.0.0,Yes,ShoesSandalFlower5,766,10130,sZKDexuZQqMHvKNha
flower sandals,#REF!,#REF!,Pink,No,1200,300,51,Red,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,All Year,NA,Free,Cute,Cute,fairy tale; outdoorsy; vacation,3,No,For sale,1.0.0,Yes,ShoesSandalFlower1,766,10126,CuM8H6yjAxM9hvKbB
flower sandals,#REF!,#REF!,Yellow,No,1200,300,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,All Year,NA,Free,Cute,Cute,fairy tale; outdoorsy; vacation,4,No,For sale,1.0.0,Yes,ShoesSandalFlower0,766,5475,iKjt4fpKTzWFNoWqv
flower sandals,#REF!,#REF!,Green,No,1200,300,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,All Year,NA,Free,Cute,Cute,fairy tale; outdoorsy; vacation,5,No,For sale,1.0.0,Yes,ShoesSandalFlower2,766,10127,MvQdXTd5fpze9DrcN
flower sandals,#REF!,#REF!,Blue,No,1200,300,51,Blue,Aqua,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,All Year,NA,Free,Cute,Cute,fairy tale; outdoorsy; vacation,6,No,For sale,1.0.0,Yes,ShoesSandalFlower4,766,10129,iBZH8z7aReKctqLyG
flower sandals,#REF!,#REF!,Purple,No,1200,300,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,All Year,NA,Free,Cute,Cute,fairy tale; outdoorsy; vacation,7,No,For sale,1.0.0,Yes,ShoesSandalFlower3,766,10128,vMQexjCj2Egq6S9Tm
ghillie brogues,#REF!,#REF!,White,No,2340,585,23,White,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Gorgeous,Cool,formal; work,1,No,For sale,1.0.0,Yes,ShoesLowcutBrogues2,924,11478,2mGMrrGvMowcBDYh7
ghillie brogues,#REF!,#REF!,Black,No,2340,585,23,Black,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Gorgeous,Cool,formal; work,2,No,For sale,1.0.0,Yes,ShoesLowcutBrogues1,924,11477,eFrTYfFkrBdwoSecE
ghillie brogues,#REF!,#REF!,Brown,No,2340,585,23,Brown,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Gorgeous,Cool,formal; work,3,No,For sale,1.0.0,Yes,ShoesLowcutBrogues0,924,6042,85Ro38Bbgo5G7rSLw
gladiator sandals,#REF!,#REF!,Black,No,1800,450,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Free,Elegant,Elegant,everyday; fairy tale; comfy; vacation,1,No,For sale,1.0.0,Yes,ShoesSandalGladiator1,797,11251,sKQvzqzGvs2ykcSbz
gladiator sandals,#REF!,#REF!,Red,No,1800,450,51,Red,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Free,Elegant,Elegant,everyday; fairy tale; comfy; vacation,2,No,For sale,1.0.0,Yes,ShoesSandalGladiator2,797,11252,S5PcJMFPpTfkdsrBv
gladiator sandals,#REF!,#REF!,Brown,No,1800,450,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,Summer,Free,Elegant,Elegant,everyday; fairy tale; comfy; vacation,3,No,For sale,1.0.0,Yes,ShoesSandalGladiator0,797,5620,b4X3xaeXEp9ChQQr5
gold-armor shoes,#REF!,#REF!,NA,Yes,NFS,40000,103,Yellow,Yellow,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Gorgeous,Gorgeous,fairy tale; goth,1,No,Not for sale,1.0.0,Yes,ShoesKneeKnightGold,777,5524,HE5wbwjxnuqXWwuTq
Hello Kitty shoes,#REF!,#REF!,NA,No,1200,300,201,White,Red,1x1,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,All Year,All Year,NA,Free,Cute,Cute,everyday; fairy tale,1,No,Not in catalog,1.9.0,Yes,ShoesLowcutKitty0,1281,13167,9WTfqv6BzsXtevGoa
hi-tech sneakers,#REF!,#REF!,Pink,No,1260,315,51,Pink,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Cool,Active,outdoorsy; sporty,1,No,For sale,1.0.0,Yes,ShoesHighcutHightech1,814,10252,PtSjcthWToYvF8son
hi-tech sneakers,#REF!,#REF!,Orange,No,1260,315,51,Orange,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Cool,Active,outdoorsy; sporty,2,No,For sale,1.0.0,Yes,ShoesHighcutHightech0,814,5659,vjJoBSPAnnmMtGJui
hi-tech sneakers,#REF!,#REF!,Green,No,1260,315,51,Green,Aqua,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Cool,Active,outdoorsy; sporty,3,No,For sale,1.0.0,Yes,ShoesHighcutHightech2,814,10253,ZuFY68yoJCdmrLuWr
hi-tech sneakers,#REF!,#REF!,Light blue,No,1260,315,51,Aqua,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Summer; Winter,Free,Cool,Active,outdoorsy; sporty,4,No,For sale,1.0.0,Yes,ShoesHighcutHightech3,814,10254,xasZPBabpo9zFAYMR
hi-tech sneakers,#REF!,#REF!,Blue,No,1260,315,51,Blue,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Cool,Active,outdoorsy; sporty,5,No,For sale,1.0.0,Yes,ShoesHighcutHightech4,814,10255,QdudohpJ9dc3hANJF
high-tops,#REF!,#REF!,White,No,1080,270,51,White,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Simple,Active,everyday; outdoorsy; sporty,1,No,For sale,1.0.0,Yes,ShoesHighcutSneaker7,938,10045,49789htHCpZsBFEYb
high-tops,#REF!,#REF!,Gray,No,1080,270,51,Gray,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Simple,Active,everyday; outdoorsy; sporty,2,No,For sale,1.0.0,Yes,ShoesHighcutSneaker0,938,2572,A6PJmQQbeWQc4ks8Q
high-tops,#REF!,#REF!,Red,No,1080,270,51,Red,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Simple,Active,everyday; outdoorsy; sporty,3,No,For sale,1.0.0,Yes,ShoesHighcutSneaker5,938,10043,vQJchxGQbFYwCtRtG
high-tops,#REF!,#REF!,Yellow,No,1080,270,51,Yellow,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Simple,Active,everyday; outdoorsy; sporty,4,No,For sale,1.0.0,Yes,ShoesHighcutSneaker6,938,10044,oJLevZfue26fB7qbq
high-tops,#REF!,#REF!,Green,No,1080,270,51,Green,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Simple,Active,everyday; outdoorsy; sporty,5,No,For sale,1.0.0,Yes,ShoesHighcutSneaker2,938,10040,HsMaJWumxL4uY8voa
high-tops,#REF!,#REF!,Blue,No,1080,270,51,Blue,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Simple,Active,everyday; outdoorsy; sporty,6,No,For sale,1.0.0,Yes,ShoesHighcutSneaker3,938,10041,R26LoWHFtNPCiaQnT
high-tops,#REF!,#REF!,Purple,No,1080,270,51,Purple,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Simple,Active,everyday; outdoorsy; sporty,7,No,For sale,1.0.0,Yes,ShoesHighcutSneaker4,938,10042,ddCRfjPN2Xq2KENQF
high-tops,#REF!,#REF!,Brown,No,1080,270,51,Brown,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Simple,Active,everyday; outdoorsy; sporty,8,No,For sale,1.0.0,Yes,ShoesHighcutSneaker1,938,10039,6bXv8wbDiCDaRHXLb
house slippers,#REF!,#REF!,Gray,No,490,122,51,Gray,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,comfy; vacation,1,No,For sale,1.0.0,Yes,ShoesSandalRoomborder0,785,5564,tZ2mLMoSBry5tTdA6
house slippers,#REF!,#REF!,Red,No,490,122,51,Red,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,comfy; vacation,2,No,For sale,1.0.0,Yes,ShoesSandalRoomborder6,785,10096,Hr7KzEdakoD9LEXNL
house slippers,#REF!,#REF!,Pink,No,490,122,51,Pink,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Simple,Simple,comfy; vacation,3,No,For sale,1.0.0,Yes,ShoesSandalRoomborder2,785,10092,BdzMBFw9xgcZPh2cQ
house slippers,#REF!,#REF!,Yellow,No,490,122,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Simple,Simple,comfy; vacation,4,No,For sale,1.0.0,Yes,ShoesSandalRoomborder3,785,10093,TBB5qAmPTjZHgLRgo
