Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
fancy frame,#REF!,Brown,Frame,Fairy-tale,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Brown,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_2_3,2_3,14051,Dnqbbu3EMXcT2nKYs
fancy frame,#REF!,Brown,Frame,Landscape oil painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Brown,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_2_4,2_4,14051,Wv93oyRPvyDq6Kh2h
fancy frame,#REF!,Brown,Frame,Landscape acrylic painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Brown,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_2_5,2_5,14051,PjMh9eq5sbHzhKg6J
fancy frame,#REF!,Brown,Frame,Abstract painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Brown,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_2_6,2_6,14051,obQMxZZbkb3cou97z
fancy frame,#REF!,Brown,Frame,Repeating-pattern painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Brown,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_2_7,2_7,14051,rPCsMDXnsTmsuKE9E
fancy frame,#REF!,White,Frame,Still life,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,White,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_3_0,3_0,14051,antGHRobLubiXqf9S
fancy frame,#REF!,White,Frame,Old portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,White,Brown,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_3_1,3_1,14051,scvyqSYt8z53DNhqE
fancy frame,#REF!,White,Frame,Faded portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,White,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_3_2,3_2,14051,zfa3cDQuHy2JLnSdM
fancy frame,#REF!,White,Frame,Fairy-tale,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,White,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_3_3,3_3,14051,dqbYFEcpiTZRd2MXW
fancy frame,#REF!,White,Frame,Landscape oil painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,White,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_3_4,3_4,14051,jgErYZHZ7cXZFwX2p
fancy frame,#REF!,White,Frame,Landscape acrylic painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,White,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_3_5,3_5,14051,NAivyqn8JjfW5dzY3
fancy frame,#REF!,White,Frame,Abstract painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,White,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_3_6,3_6,14051,HSAHABEqPAs3CfKJY
fancy frame,#REF!,White,Frame,Repeating-pattern painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,White,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_3_7,3_7,14051,dNzRzZC3mrShz79Ro
fancy frame,#REF!,Black,Frame,Still life,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Black,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_4_0,4_0,14051,tsHEQWL3b7jJiQcF6
fancy frame,#REF!,Black,Frame,Old portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Black,Brown,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_4_1,4_1,14051,nYN344saCSRvkPFPX
fancy frame,#REF!,Black,Frame,Faded portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Black,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_4_2,4_2,14051,nLn9zkMwj9km4pvT2
fancy frame,#REF!,Black,Frame,Fairy-tale,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Black,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_4_3,4_3,14051,QCM5L8T2qsbTnhmFS
fancy frame,#REF!,Black,Frame,Landscape oil painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Black,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_4_4,4_4,14051,L5wP8J5bJJX6Cofnd
fancy frame,#REF!,Black,Frame,Landscape acrylic painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Black,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_4_5,4_5,14051,SEZZtpuWhdRjqFCgT
fancy frame,#REF!,Black,Frame,Abstract painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Black,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_4_6,4_6,14051,y2xnwGHLfeZGij6JK
fancy frame,#REF!,Black,Frame,Repeating-pattern painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Black,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_4_7,4_7,14051,SQHaJTpTJZwo6w5WY
fancy frame,#REF!,Green,Frame,Still life,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Green,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_5_0,5_0,14051,ciNArHGXqCnsRf5HG
fancy frame,#REF!,Green,Frame,Old portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Green,Brown,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_5_1,5_1,14051,77zGatvCtHSpT8WLg
fancy frame,#REF!,Green,Frame,Faded portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Green,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_5_2,5_2,14051,ic9bn7ZjSgD7NruLq
fancy frame,#REF!,Green,Frame,Fairy-tale,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Green,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_5_3,5_3,14051,t6JP5a8N48nh4XZzu
fancy frame,#REF!,Green,Frame,Landscape oil painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Green,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_5_4,5_4,14051,e2mew36EAgY6r2q2s
fancy frame,#REF!,Green,Frame,Landscape acrylic painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Green,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_5_5,5_5,14051,SiPECfamdkLxERuDf
fancy frame,#REF!,Green,Frame,Abstract painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Green,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_5_6,5_6,14051,NkENtrpFpXETFkcZv
fancy frame,#REF!,Green,Frame,Repeating-pattern painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Green,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_5_7,5_7,14051,Q9dtZKt8dR7A4v6Yh
fancy frame,#REF!,Pink,Frame,Still life,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_0,6_0,14051,w4ZNjpEasGs6x76Jg
fancy frame,#REF!,Pink,Frame,Old portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Brown,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_1,6_1,14051,L5MdeJxBaxy55HSiX
fancy frame,#REF!,Pink,Frame,Faded portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_2,6_2,14051,qTpBCP7ZRXFCvSvxw
fancy frame,#REF!,Pink,Frame,Fairy-tale,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_3,6_3,14051,MPMJGtNrEjKjsiNJf
fancy frame,#REF!,Pink,Frame,Landscape oil painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_4,6_4,14051,kwMNDfhGSoxbQJv9w
fancy frame,#REF!,Pink,Frame,Landscape acrylic painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_5,6_5,14051,B9yoC6un2TmsQSYjQ
fancy frame,#REF!,Pink,Frame,Abstract painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_6,6_6,14051,xqCtMFa9MToACwgAv
fancy frame,#REF!,Pink,Frame,Repeating-pattern painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Pink,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_6_7,6_7,14051,9YHafqatXqmGKEaWK
fancy frame,#REF!,Light brown,Frame,Still life,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_0,7_0,14051,GMQJ6MMv6fR5i8sZ9
fancy frame,#REF!,Light brown,Frame,Old portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Brown,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_1,7_1,14051,BeJ2BHcF3tG3Brukx
fancy frame,#REF!,Light brown,Frame,Faded portrait,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_2,7_2,14051,BNf8MqaZu7hnFKP9E
fancy frame,#REF!,Light brown,Frame,Fairy-tale,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Beige,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_3,7_3,14051,LGuL5fjtE4KZPP6DJ
fancy frame,#REF!,Light brown,Frame,Landscape oil painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_4,7_4,14051,yHKFEoeshiL6YknbZ
fancy frame,#REF!,Light brown,Frame,Landscape acrylic painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_5,7_5,14051,zG5phPSicssNpWSvt
fancy frame,#REF!,Light brown,Frame,Abstract painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_6,7_6,14051,G93qALLyGRFSELwhq
fancy frame,#REF!,Light brown,Frame,Repeating-pattern painting,Art genre,No,No,Yes,Default; Custom; Sable,7,Normal,5200,38000,9500,Beige,Colorful,34200,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,den,expensive,None,None,None,No,Study,No,No lighting,No,For sale,2.0.0,Yes,FtrFrameLuxuryWall_Remake_7_7,7_7,14051,pZJyrsCDrmcSCBoRH
fancy lily wreath,#REF!,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1200,Pink,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathYuriMix,NA,5677,8PemBLHX35teZJkzR
fancy mum wreath,#REF!,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1200,Pink,Red,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathMumMix,NA,5749,g9AQk7fhJK4ugWzef
fancy rose wreath,#REF!,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,1200,Pink,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathRoseMix,NA,5747,2qqKqAEwdH3MA43hH
festive wreath,#REF!,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,375,Green,Red,NA,NA,1x1,All villagers,,Toy Day (days before); Toy Day,Yes,351,party,fancy,festive,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.6.0,Yes,FtrDoorOrnamentXmasWreath,NA,13357,PuW3BG8bjWjicAGJL
fish doorplate,#REF!,Light blue,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Aqua,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_0_0,0_0,4764,4YpkwmX78YQKie4oA
fish doorplate,#REF!,Red,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Red,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_1_0,1_0,4764,X2DFdTYe8RXaitwDz
fish doorplate,#REF!,Orange,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Orange,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_2_0,2_0,4764,jMRxPL2SjToiEnHbY
fish doorplate,#REF!,Yellow,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Yellow,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_3_0,3_0,4764,LmeMvCyCjxf3MCrJF
fish doorplate,#REF!,Green,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Green,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_4_0,4_0,4764,L6W9hD2AaGS934K6C
fish doorplate,#REF!,Blue,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Purple,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_5_0,5_0,4764,pKcKmXwWioDg9fLKp
fish doorplate,#REF!,Black,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Black,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_6_0,6_0,4764,PuadbAvPoL8QvDG9R
fish doorplate,#REF!,Gray,Color,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,90,Gray,White,NA,NA,1x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentFish_Remake_7_0,7_0,4764,Kwkg8BKh54FHkGrP7
fish plaque,#REF!,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,2500,Yellow,Brown,NA,NA,1x1,Blathers,Reward for completing the Stamp Rally in the fish gallery during International Museum Day,International Museum Day,Yes,437,expensive,den,None,None,None,No,Seasonal Decor,No,No lighting,No,Not for sale,1.2.0,Yes,FtrMuseumFishWall,NA,12486,RdYGQnDdR5PNJaFgH
fish poster,#REF!,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,5000,1250,Colorful,Beige,NA,NA,1x1.5,Donating all fish,,NA,NA,251,school,lab,None,None,None,No,Seasonal Decor,No,No lighting,No,Not for sale,2.0.0,Yes,FtrFishPoster,NA,12040,y4zvMz3R8TcMWDNzw
fish print,#REF!,Giant trevally,Variation,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,None,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_0_0,0_0,3699,h3o6vTzCgbEeCX7Qk
fish print,#REF!,Red snapper,Variation,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,700,Red,Colorful,NA,NA,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,None,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_1_0,1_0,3699,kykeYHGMomE6ib3Cf
fish print,#REF!,Blue marlin,Variation,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,None,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_2_0,2_0,3699,YWaH5Lk8A4nXg3ajd
fish print,#REF!,Squid,Variation,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,None,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_3_0,3_0,3699,pGRX55vBK5sMdRoDB
fish print,#REF!,Black bass,Variation,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,None,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_4_0,4_0,3699,rwsxsf5HQZZEJpAyz
fish print,#REF!,Carp,Variation,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,None,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_5_0,5_0,3699,2s8HgjfPbpwxnKzZZ
fish print,#REF!,Giant snakehead,Variation,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,700,Black,White,NA,NA,2x1,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,501,living room,restaurant,None,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFishprint_Remake_6_0,6_0,3699,WJZChi5WzkoABaJXJ
fishing-boat flag,#REF!,Nintenmaru - Big Catch,Design,NA,NA,No,No,No,NA,NA,None,1000,2200,550,Colorful,Yellow,2000,Poki,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,ocean,harmonious,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrBigcatchflag_Remake_0_0,0_0,3583,WLrh6WSuT6GRaeXJ4
fishing-boat flag,#REF!,Tsurukamemaru - Longevity,Design,NA,NA,No,No,No,NA,NA,None,1000,2200,550,Colorful,Yellow,2000,Poki,2x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,ocean,harmonious,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrBigcatchflag_Remake_1_0,1_0,3583,CM4TC6fZ3A56nu4oc
