Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
frilly knee-high socks,#REF!,#REF!,Red,No,840,210,23,Red,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,2,No,For sale,1.0.0,Yes,SocksTexFrilledknee2,605,11590,xds2s4575YP27vR8A
frilly knee-high socks,#REF!,#REF!,Pink,No,840,210,23,Pink,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,3,No,For sale,1.0.0,Yes,SocksTexFrilledknee5,605,11593,v9tYcuwPdAT7v3wQS
frilly knee-high socks,#REF!,#REF!,Brown,No,840,210,23,Orange,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,4,No,For sale,1.0.0,Yes,SocksTexFrilledknee3,605,11591,JNi4geueh5oD227xR
frilly knee-high socks,#REF!,#REF!,Yellow,No,840,210,23,Yellow,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,5,No,For sale,1.0.0,Yes,SocksTexFrilledknee7,605,11595,WdGcfiFNT7NYtgr2x
frilly knee-high socks,#REF!,#REF!,Green,No,840,210,23,Green,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,6,No,For sale,1.0.0,Yes,SocksTexFrilledknee1,605,11589,3Q2vgyB7ck687Eyqg
frilly knee-high socks,#REF!,#REF!,Mint,No,840,210,23,Aqua,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,7,No,For sale,1.0.0,Yes,SocksTexFrilledknee4,605,11592,CWTTXCXbYiGajL8GN
frilly knee-high socks,#REF!,#REF!,Purple,No,840,210,23,Purple,White,1x1,NA,NA,Kicks; Kicks' Co-op,,Spring (shopping),Yes,Spring,Spring,NA,Free,Cute,Cute,everyday; fairy tale; party; theatrical,8,No,For sale,1.0.0,Yes,SocksTexFrilledknee6,605,11594,WXa2dtqHH4yTqi72y
frilly socks,#REF!,#REF!,White,No,720,180,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Cute,Simple,everyday; fairy tale; formal; party,1,No,For sale,1.0.0,Yes,SocksTexFrilled0,607,5174,JjfAnWLyzasyYMg3v
frilly socks,#REF!,#REF!,Pink,No,720,180,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Cute,Simple,everyday; fairy tale; formal; party,2,No,For sale,1.0.0,Yes,SocksTexFrilled2,607,8935,eReXG6NHXaQ7K3hBX
frilly socks,#REF!,#REF!,Yellow,No,720,180,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Cute,Simple,everyday; fairy tale; formal; party,3,No,For sale,1.0.0,Yes,SocksTexFrilled1,607,8934,riCwe2zM7QyECk3Jr
frilly socks,#REF!,#REF!,Green,No,720,180,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Cute,Simple,everyday; fairy tale; formal; party,4,No,For sale,1.0.0,Yes,SocksTexFrilled3,607,8936,k4BtF693DbxH33AL6
frilly socks,#REF!,#REF!,Blue,No,720,180,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Cute,Simple,everyday; fairy tale; formal; party,5,No,For sale,1.0.0,Yes,SocksTexFrilled5,607,8938,gQw822wnuA7Cvo7nF
frilly socks,#REF!,#REF!,Purple,No,720,180,51,Purple,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Cute,Simple,everyday; fairy tale; formal; party,6,No,For sale,1.0.0,Yes,SocksTexFrilled4,607,8937,RTFEAwp3SBjAFWdd8
funny-face socks,#REF!,#REF!,Black,No,600,150,23,Black,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,Summer (shopping),Yes,Summer,Summer,NA,Free,Active,Cute,everyday; comfy,1,No,For sale,1.0.0,Yes,SocksTexCharacter4,723,9995,Z325j6mwSX7psKc6s
funny-face socks,#REF!,#REF!,Red,No,600,150,23,Red,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,Summer (shopping),Yes,Summer,Summer,NA,Free,Active,Cute,everyday; comfy,2,No,For sale,1.0.0,Yes,SocksTexCharacter2,723,9993,qSjBCKKdyA4KREoye
funny-face socks,#REF!,#REF!,Pink,No,600,150,23,Pink,Aqua,1x1,NA,NA,Kicks; Kicks' Co-op,,Summer (shopping),Yes,Summer,Summer,NA,Free,Active,Cute,everyday; comfy,3,No,For sale,1.0.0,Yes,SocksTexCharacter0,723,5406,foRRtKZSXYm9y3rX9
funny-face socks,#REF!,#REF!,Green,No,600,150,23,Green,Blue,1x1,NA,NA,Kicks; Kicks' Co-op,,Summer (shopping),Yes,Summer,Summer,NA,Free,Active,Cute,everyday; comfy,4,No,For sale,1.0.0,Yes,SocksTexCharacter3,723,9994,hj2f2Lh4d4ZEWsi6B
funny-face socks,#REF!,#REF!,Blue,No,600,150,23,Blue,Green,1x1,NA,NA,Kicks; Kicks' Co-op,,Summer (shopping),Yes,Summer,Summer,NA,Free,Active,Cute,everyday; comfy,5,No,For sale,1.0.0,Yes,SocksTexCharacter1,723,9992,y8GCEKe7n9XX2TW4n
garter socks,#REF!,#REF!,White,No,980,245,23,White,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cool,Elegant,formal; party; theatrical,1,No,For sale,1.0.0,Yes,SocksTexGarter1,541,9661,iDmZtgECn8KRQuAMs
garter socks,#REF!,#REF!,Black,No,980,245,23,Black,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cool,Elegant,formal; party; theatrical,2,No,For sale,1.0.0,Yes,SocksTexGarter0,541,4747,iwKjqecWcWav7tNss
garter socks,#REF!,#REF!,Red,No,980,245,23,Red,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cool,Elegant,formal; party; theatrical,3,No,For sale,1.0.0,Yes,SocksTexGarter3,541,9663,88SHPWGpx3C5ft2dv
garter socks,#REF!,#REF!,Purple,No,980,245,23,Purple,Purple,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cool,Elegant,formal; party; theatrical,4,No,For sale,1.0.0,Yes,SocksTexGarter2,541,9662,RN674wx6333j9XEHA
geometric-print socks,#REF!,#REF!,Pink,No,950,237,51,Pink,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Active,Gorgeous,outdoorsy,1,No,For sale,1.0.0,Yes,SocksTexChimayo4,749,9915,PuAirT3RNJoiq4EsZ
geometric-print socks,#REF!,#REF!,Yellow,No,950,237,51,Yellow,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Active,Gorgeous,outdoorsy,2,No,For sale,1.0.0,Yes,SocksTexChimayo0,749,5444,iRLnesjDYbtq9h3KN
geometric-print socks,#REF!,#REF!,Green,No,950,237,51,Green,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Active,Gorgeous,outdoorsy,3,No,For sale,1.0.0,Yes,SocksTexChimayo5,749,9916,jiHCobNrHoCB3jBao
geometric-print socks,#REF!,#REF!,Peacock blue,No,950,237,51,Aqua,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Active,Gorgeous,outdoorsy,4,No,For sale,1.0.0,Yes,SocksTexChimayo1,749,9912,LREKsNHetcJzH6h8w
geometric-print socks,#REF!,#REF!,Purple,No,950,237,51,Purple,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Active,Gorgeous,outdoorsy,5,No,For sale,1.0.0,Yes,SocksTexChimayo2,749,9913,eLuF389npgRiWzMAS
geometric-print socks,#REF!,#REF!,Beige,No,950,237,51,Beige,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Active,Gorgeous,outdoorsy,6,No,For sale,1.0.0,Yes,SocksTexChimayo3,749,9914,ssdvzowHC9cjHtC7E
hand-knit socks,#REF!,#REF!,Orange,No,700,175,51,Orange,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Simple,Elegant,outdoorsy; comfy,1,No,For sale,1.0.0,Yes,SocksTexHandknit2,620,9077,digGMqMoQXzCPZHcp
hand-knit socks,#REF!,#REF!,Green,No,700,175,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Simple,Elegant,outdoorsy; comfy,2,No,For sale,1.0.0,Yes,SocksTexHandknit0,620,5196,z54zAKmuyqXF6pRiL
hand-knit socks,#REF!,#REF!,Purple,No,700,175,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Simple,Elegant,outdoorsy; comfy,3,No,For sale,1.0.0,Yes,SocksTexHandknit1,620,9076,j5an4tBSddSdQKoTE
holey socks,#REF!,#REF!,Blue,No,NFS,10,53,Blue,Blue,1x1,NA,NA,Recycle box,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,goth; comfy,1,No,Not for sale,1.0.0,Yes,SocksTexHole0,610,5178,eaux4kbxPYywzEPnk
holey socks,#REF!,#REF!,Navy blue,No,NFS,10,53,Blue,Blue,1x1,NA,NA,Recycle box,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,goth; comfy,2,No,Not for sale,1.0.0,Yes,SocksTexHole1,610,9070,ekrFBBgdDZN9rCRyX
holey socks,#REF!,#REF!,White,No,NFS,10,53,Beige,Beige,1x1,NA,NA,Recycle box,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,goth; comfy,3,No,Not for sale,1.0.0,Yes,SocksTexHole2,610,9071,mCipqhEgf8Co9QRig
holey tights,#REF!,#REF!,Black,No,350,87,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Cool,Active,everyday; goth; theatrical,1,No,For sale,1.0.0,Yes,SocksTexHoletights0,608,5176,CWxgPmSn9NHnRk7n8
holey tights,#REF!,#REF!,Red,No,350,87,51,Red,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,Winter,Free,Cool,Active,everyday; goth; theatrical,2,No,For sale,1.0.0,Yes,SocksTexHoletights3,608,9666,XddtgttTuvd2aGgJz
holey tights,#REF!,#REF!,Pink,No,350,87,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Cool,Active,everyday; goth; theatrical,3,No,For sale,1.0.0,Yes,SocksTexHoletights1,608,9664,kfjtinkEFrk92xCDv
holey tights,#REF!,#REF!,Yellow,No,350,87,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Cool,Active,everyday; goth; theatrical,4,No,For sale,1.0.0,Yes,SocksTexHoletights7,608,9670,ZZ6wt2b5AyB4R3pEd
holey tights,#REF!,#REF!,Green,No,350,87,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Cool,Active,everyday; goth; theatrical,5,No,For sale,1.0.0,Yes,SocksTexHoletights5,608,9668,HsCb6Xa2yr6KfoP3j
holey tights,#REF!,#REF!,Light blue,No,350,87,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Cool,Active,everyday; goth; theatrical,6,No,For sale,1.0.0,Yes,SocksTexHoletights2,608,9665,kRb3QxmzBz664qW7k
holey tights,#REF!,#REF!,Blue,No,350,87,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Cool,Active,everyday; goth; theatrical,7,No,For sale,1.0.0,Yes,SocksTexHoletights6,608,9669,PYaDDkoBgonoD9ZgF
holey tights,#REF!,#REF!,Purple,No,350,87,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Cool,Active,everyday; goth; theatrical,8,No,For sale,1.0.0,Yes,SocksTexHoletights4,608,9667,dwSSLoeYvH4S8Bdvf
horizontal-striped tights,#REF!,#REF!,White,No,720,180,51,White,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Simple,Active,everyday; goth; party,1,No,For sale,1.5.0,Yes,SocksTexHalloween2,1275,13373,iK4EJqE7E77gmjvvQ
horizontal-striped tights,#REF!,#REF!,Black,No,720,180,51,Black,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Simple,Active,everyday; goth; party,2,No,For sale,1.5.0,Yes,SocksTexHalloween5,1275,13376,5xyRgKDWLF4wqhWjK
horizontal-striped tights,#REF!,#REF!,Red,No,720,180,51,Red,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Simple,Active,everyday; goth; party,3,No,For sale,1.5.0,Yes,SocksTexHalloween4,1275,13375,ARTENukN9A9baPyxd
horizontal-striped tights,#REF!,#REF!,Orange,No,720,180,51,Orange,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Simple,Active,everyday; goth; party,4,No,For sale,1.5.0,Yes,SocksTexHalloween0,1275,13029,4MQf429YhyaisAstM
horizontal-striped tights,#REF!,#REF!,Green,No,720,180,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Simple,Active,everyday; goth; party,5,No,For sale,1.5.0,Yes,SocksTexHalloween3,1275,13374,iqz4SqaFfDAQNxbM6
horizontal-striped tights,#REF!,#REF!,Purple,No,720,180,51,Purple,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Simple,Active,everyday; goth; party,6,No,For sale,1.5.0,Yes,SocksTexHalloween1,1275,13372,tNzNuZEXQyvThB6zx
Kerokerokeroppi socks,#REF!,#REF!,NA,No,720,180,201,Red,White,1x1,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,All Year,All Year,NA,Free,Cute,Cool,everyday; fairy tale,1,No,Not in catalog,1.9.0,Yes,SocksTexKeroppi0,1296,13183,o5jPQfMDj5zEfSEGW
kiddie socks,#REF!,#REF!,Black & gray,No,600,150,23,Black,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday; outdoorsy; comfy; sporty,1,No,For sale,1.0.0,Yes,SocksTexKids7,625,9991,JYXCDdJSMofR4Fhgn
kiddie socks,#REF!,#REF!,Red & light blue,No,600,150,23,Red,Aqua,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday; outdoorsy; comfy; sporty,2,No,For sale,1.0.0,Yes,SocksTexKids0,625,5201,5mqGef4h29DktRP5J
kiddie socks,#REF!,#REF!,Pink & yellow,No,600,150,23,Pink,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday; outdoorsy; comfy; sporty,3,No,For sale,1.0.0,Yes,SocksTexKids6,625,9990,uDAkFWgcMBdTxrpe7
kiddie socks,#REF!,#REF!,Yellow & purple,No,600,150,23,Yellow,Purple,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday; outdoorsy; comfy; sporty,4,No,For sale,1.0.0,Yes,SocksTexKids3,625,9987,CR4KZHwxdFpshqtRN
kiddie socks,#REF!,#REF!,Lime & pink,No,600,150,23,Green,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday; outdoorsy; comfy; sporty,5,No,For sale,1.0.0,Yes,SocksTexKids2,625,9986,rKW7PLjcnQTJmxLpj
kiddie socks,#REF!,#REF!,Light blue & red,No,600,150,23,Aqua,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday; outdoorsy; comfy; sporty,6,No,For sale,1.0.0,Yes,SocksTexKids4,625,9988,LFgFyfPHF5DCtB2Mg
kiddie socks,#REF!,#REF!,Blue & orange,No,600,150,23,Blue,Orange,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday; outdoorsy; comfy; sporty,7,No,For sale,1.0.0,Yes,SocksTexKids1,625,9985,caua8mbapACdisDuE
kiddie socks,#REF!,#REF!,Purple & green,No,600,150,23,Purple,Green,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday; outdoorsy; comfy; sporty,8,No,For sale,1.0.0,Yes,SocksTexKids5,625,9989,Q5ppLfq9eAyh5CiDd
Kiki & Lala socks,#REF!,#REF!,NA,No,720,180,201,White,Pink,1x1,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,All Year,All Year,NA,Free,Cute,Cute,everyday; fairy tale,1,No,Not in catalog,1.9.0,Yes,SocksTexKikilala0,1286,13172,EipTnGwS7GXyAkL6K
knee bandages,#REF!,#REF!,NA,No,240,60,51,Beige,Beige,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Simple,Simple,everyday; comfy,1,No,For sale,2.0.0,Yes,SocksTexBandage0,1252,12966,FZTBGayaiFHgDS9Hb
knee braces,#REF!,#REF!,Black & red,No,540,135,23,Black,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,everyday; sporty,1,No,For sale,2.0.0,Yes,SocksTexProtector0,1407,14423,mvsbZv7SZmshyE8wR
knee braces,#REF!,#REF!,Black & blue,No,540,135,23,Black,Blue,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,everyday; sporty,2,No,For sale,2.0.0,Yes,SocksTexProtector1,1407,139,BcN4Zkg3uRdd9iEu5
knee braces,#REF!,#REF!,Black & yellow,No,540,135,23,Black,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,everyday; sporty,3,No,For sale,2.0.0,Yes,SocksTexProtector2,1407,140,pqJA6T2ebFnWmveki
knee braces,#REF!,#REF!,Black & pink,No,540,135,23,Black,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,everyday; sporty,4,No,For sale,2.0.0,Yes,SocksTexProtector3,1407,141,pfWMmeTXzXQek5tYr
knee braces,#REF!,#REF!,White & black,No,540,135,23,White,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,NA,Free,Active,Active,everyday; sporty,5,No,For sale,2.0.0,Yes,SocksTexProtector4,1407,142,39f2KgqgSQ4gSSY8H
Labelle socks,#REF!,#REF!,Midnight,No,940,235,351,Black,Black,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Free,Cool,Simple,everyday; formal; sporty; theatrical,1,No,For sale,1.0.0,Yes,SocksTexKatesocks1,1134,11761,ZaX5Gyb34Kwj9bzLn
Labelle socks,#REF!,#REF!,Passion,No,940,235,351,Red,Red,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Free,Cool,Simple,everyday; formal; sporty; theatrical,2,No,For sale,1.0.0,Yes,SocksTexKatesocks2,1134,11762,b7JBgeuAoWuwhKc9b
Labelle socks,#REF!,#REF!,Love,No,940,235,351,Pink,Pink,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Free,Cool,Simple,everyday; formal; sporty; theatrical,3,No,For sale,1.0.0,Yes,SocksTexKatesocks5,1134,11765,zSHmRiEPN4emdp2Bg
Labelle socks,#REF!,#REF!,Sunset,No,940,235,351,Yellow,Yellow,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Free,Cool,Simple,everyday; formal; sporty; theatrical,4,No,For sale,1.0.0,Yes,SocksTexKatesocks4,1134,11764,bkDdwmPfGjYDQvo3b
Labelle socks,#REF!,#REF!,Ocean,No,940,235,351,Blue,Blue,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Free,Cool,Simple,everyday; formal; sporty; theatrical,5,No,For sale,1.0.0,Yes,SocksTexKatesocks3,1134,11763,RdoRnCSw4FpEXci5s
Labelle socks,#REF!,#REF!,Twilight,No,940,235,351,Purple,Purple,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Free,Cool,Simple,everyday; formal; sporty; theatrical,6,No,For sale,1.0.0,Yes,SocksTexKatesocks0,1134,9883,hyhRxPjBSZAvnxQjr
Labelle tights,#REF!,#REF!,Midnight,No,1240,310,351,Black,Black,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Womanly,Elegant,Cute,everyday; formal; party; theatrical,1,No,For sale,1.0.0,Yes,SocksTexKatetights1,1133,11756,s9SheWRC6wvujqCQp
Labelle tights,#REF!,#REF!,Passion,No,1240,310,351,Red,Red,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Womanly,Elegant,Cute,everyday; formal; party; theatrical,2,No,For sale,1.0.0,Yes,SocksTexKatetights2,1133,11757,epohpktM92yF7bhcB
Labelle tights,#REF!,#REF!,Love,No,1240,310,351,Pink,Pink,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Womanly,Elegant,Cute,everyday; formal; party; theatrical,3,No,For sale,1.0.0,Yes,SocksTexKatetights5,1133,11760,zrQngGimLZz9HNpck
Labelle tights,#REF!,#REF!,Sunset,No,1240,310,351,Orange,Orange,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Womanly,Elegant,Cute,everyday; formal; party; theatrical,4,No,For sale,1.0.0,Yes,SocksTexKatetights4,1133,11759,e5f9rJg8Qo56X6xpo
Labelle tights,#REF!,#REF!,Ocean,No,1240,310,351,Blue,Blue,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Womanly,Elegant,Cute,everyday; formal; party; theatrical,5,No,For sale,1.0.0,Yes,SocksTexKatetights3,1133,11758,MAHpTyaE9sPCXsKpb
Labelle tights,#REF!,#REF!,Twilight,No,1240,310,351,Purple,Purple,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Womanly,Elegant,Cute,everyday; formal; party; theatrical,6,No,For sale,1.0.0,Yes,SocksTexKatetights0,1133,9882,dL7xeqfcNGRcayR59
lace socks,#REF!,#REF!,White,No,720,180,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Elegant,Simple,everyday; fairy tale; formal; party,1,No,For sale,1.0.0,Yes,SocksTexLace0,606,5173,qRGNuwPJJS3YyWe7w
lace socks,#REF!,#REF!,Black,No,720,180,51,Black,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Elegant,Simple,everyday; fairy tale; formal; party,2,No,For sale,1.0.0,Yes,SocksTexLace3,606,8933,86Y8rtryieE8cCHcS
lace socks,#REF!,#REF!,Pink,No,720,180,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Elegant,Simple,everyday; fairy tale; formal; party,3,No,For sale,1.0.0,Yes,SocksTexLace1,606,8931,HMyTxrLsMc3PkSPXN
lace socks,#REF!,#REF!,Green,No,720,180,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Elegant,Simple,everyday; fairy tale; formal; party,4,No,For sale,1.0.0,Yes,SocksTexLace2,606,8932,zFT2DpYJPacGNEAP4
lace socks,#REF!,#REF!,Beige,No,720,180,51,Beige,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Elegant,Simple,everyday; fairy tale; formal; party,5,No,For sale,1.0.0,Yes,SocksTexLace4,606,10170,2wWiCEyFpcC64yLJz
layered socks,#REF!,#REF!,Red,No,720,180,51,Gray,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Simple,Active,everyday; comfy,1,No,For sale,1.0.0,Yes,SockstTexOverlapping4,619,9905,dtFsbH6p5a4dPufKx
layered socks,#REF!,#REF!,Orange,No,720,180,51,Gray,Orange,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Simple,Active,everyday; comfy,2,No,For sale,1.0.0,Yes,SockstTexOverlapping5,619,9906,3wugeZu3eS3Kq5Mfz
layered socks,#REF!,#REF!,Yellow,No,720,180,51,Gray,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Simple,Active,everyday; comfy,3,No,For sale,1.0.0,Yes,SockstTexOverlapping2,619,9903,f8f8oNrhxiA3WCZwn
layered socks,#REF!,#REF!,Green,No,720,180,51,Gray,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Free,Simple,Active,everyday; comfy,4,No,For sale,1.0.0,Yes,SockstTexOverlapping3,619,9904,v5xsCzumBt8AQxD2q
