Name,Variation,DIY,Buy,Sell,Source,Source Notes,Catalog,Tab,Tag,Customize,Cyrus,Image,HHP Source
simple stool,"['Brown', 'Blue', 'White', 'Pink', 'Yellow', 'Green', 'Light blue', 'Purple']",False,920,230,Nook's Cranny; HHP Office,,For sale,housewares,Chair,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrSimpleStoolS_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSimpleStoolS_Remake_0_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSimpleStoolS_Remake_0_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSimpleStoolS_Remake_0_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSimpleStoolS_Remake_0_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSimpleStoolS_Remake_0_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSimpleStoolS_Remake_0_6.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSimpleStoolS_Remake_0_7.png']",['Start']
spooky chair,"['Orange', 'Yellow', 'Green', 'Monochrome']",True,5000,1250,Crafting; Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the seasonal slot",Not for sale,housewares,Chair,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrHwnChairS_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrHwnChairS_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrHwnChairS_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrHwnChairS_Remake_3_0.png']",['From player catalog after 27th home']
stone stool,,True,,450,Crafting,,Not for sale,housewares,Chair,False,False,https://acnhcdn.com/latest/FtrIcon/FtrStoneChair.png,"['Klaus', 'Vic', 'Vladimir', 'Roswell', 'Sly', 'Lucky', 'Freckles', 'Tucker', 'Drift', 'Prince', 'Diva', 'Savannah', 'Limberg', 'Apollo', 'Avery', 'Coco', 'Sasha']"
study chair,"['Natural + Yellow', 'Natural + Blue', 'Natural + Pink', 'Light brown + Yellow', 'Light brown + Blue', 'Light brown + Pink', 'Dark brown + Yellow', 'Dark brown + Blue', 'Dark brown + Pink', 'White + Yellow', 'White + Blue', 'White + Pink']",False,1700,425,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,For sale,housewares,Chair,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrStudyChair_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrStudyChair_Remake_0_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrStudyChair_Remake_0_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrStudyChair_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrStudyChair_Remake_1_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrStudyChair_Remake_1_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrStudyChair_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrStudyChair_Remake_2_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrStudyChair_Remake_2_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrStudyChair_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrStudyChair_Remake_3_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrStudyChair_Remake_3_2.png']","['Derwin', 'Velma', 'Nibbles', 'Fang']"
throne,"['Gold + Red', 'Gold + Blue', 'Gold + Green', 'Gold + Purple', 'Gold + White', 'Gold + Black', 'Gold + Gold', 'Silver + Red', 'Silver + Blue', 'Silver + Green', 'Silver + Purple', 'Silver + White', 'Silver + Black', 'Silver + Gold', 'White + Red', 'White + Blue', 'White + Green', 'White + Purple', 'White + White', 'White + Black', 'White + Gold', 'Black + Red', 'Black + Blue', 'Black + Green', 'Black + Purple', 'Black + White', 'Black + Black', 'Black + Gold', 'Copper + Red', 'Copper + Blue', 'Copper + Green', 'Copper + Purple', 'Copper + White', 'Copper + Black', 'Copper + Gold']",False,800000,200000,Nook's Cranny; HHP Office,,For sale,housewares,Chair,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_0_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_0_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_0_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_0_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_0_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_0_6.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_1_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_1_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_1_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_1_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_1_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_1_6.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_2_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_2_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_2_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_2_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_2_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_2_6.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_3_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_3_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_3_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_3_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_3_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_3_6.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_4_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_4_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_4_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_4_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_4_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_4_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrThrone_Remake_4_6.png']","['Grizzly', 'Knox', 'Del', 'Julian', 'Elvis', 'Samson', 'Pierce', 'Muffy', 'Rowan']"
throwback mitt chair,"['Camel', 'Brown', 'Red', 'Blue', 'Green', 'White']",False,1400,350,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",For sale,housewares,Chair,False,True,"['https://acnhcdn.com/latest/FtrIcon/FtrBoyChairS_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBoyChairS_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBoyChairS_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBoyChairS_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBoyChairS_Remake_4_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBoyChairS_Remake_5_0.png']","['Peck', 'Rudy', 'Kody', 'Egbert', 'Dizzy', 'Nana', 'Wade', 'Tybalt', 'Fang']"
vehicle cabin seat,"['Blue', 'Blue + White', 'Blue + Red', 'Blue + Yellow', 'Blue + Green', 'Blue + Light blue', 'Blue + Gray', 'Blue + Black', 'Berry red', 'Berry red + White', 'Berry red + Red', 'Berry red + Yellow', 'Berry red + Green', 'Berry red + Light blue', 'Berry red + Gray', 'Berry red + Black', 'Yellow', 'Yellow + White', 'Yellow + Red', 'Yellow + Yellow', 'Yellow + Green', 'Yellow + Light blue', 'Yellow + Gray', 'Yellow + Black', 'Green', 'Green + White', 'Green + Red', 'Green + Yellow', 'Green + Green', 'Green + Light blue', 'Green + Gray', 'Green + Black', 'Ivory', 'Ivory + White', 'Ivory + Red', 'Ivory + Yellow', 'Ivory + Green', 'Ivory + Light blue', 'Ivory + Gray', 'Ivory + Black', 'Gray', 'Gray + White', 'Gray + Red', 'Gray + Yellow', 'Gray + Green', 'Gray + Light blue', 'Gray + Gray', 'Gray + Black', 'Brown', 'Brown + White', 'Brown + Red', 'Brown + Yellow', 'Brown + Green', 'Brown + Light blue', 'Brown + Gray', 'Brown + Black', 'Black', 'Black + White', 'Black + Red', 'Black + Yellow', 'Black + Green', 'Black + Light blue', 'Black + Gray', 'Black + Black']",False,7600,1900,Nook's Cranny; HHP Office,,For sale,housewares,Chair,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_0_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_0_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_0_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_0_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_0_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_0_6.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_0_7.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_1_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_1_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_1_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_1_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_1_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_1_6.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_1_7.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_2_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_2_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_2_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_2_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_2_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_2_6.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_2_7.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_3_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_3_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_3_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_3_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_3_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_3_6.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_3_7.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_4_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_4_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_4_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_4_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_4_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_4_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_4_6.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_4_7.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_5_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_5_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_5_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_5_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_5_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_5_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_5_6.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_5_7.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_6_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_6_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_6_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_6_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_6_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_6_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_6_6.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_6_7.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_7_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_7_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_7_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_7_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_7_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_7_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_7_6.png', 'https://acnhcdn.com/latest/FtrIcon/FtrSeatTransport_Remake_7_7.png']","['Henry', 'Sterling', 'Friga', 'Hornsby', 'Filbert']"
velvet stool,,False,1000,250,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,For sale,housewares,Chair,False,False,https://acnhcdn.com/latest/FtrIcon/FtrPianoStool.png,"['Robin', 'Pudge', 'Judy', 'Becky', 'Fauna', 'Portia', 'Weber', 'Julian', 'Alice', 'Flora', 'Gabi', 'Fang', 'School']"
vine bench,"['Green', 'Light green', 'Dark green', 'Brown', 'Gray']",True,,800,Crafting,,Not for sale,housewares,Chair,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrBeanChair_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBeanChair_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBeanChair_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBeanChair_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBeanChair_Remake_4_0.png']","['Rodeo', 'Vic', 'Roswell', 'Sly', 'Lucky', 'Camofrog', 'Huck', 'Diva', 'Louie', 'Savannah', 'Julian', 'Yuka', 'Carrie', 'Amelia', 'Maggie', 'Dotty', 'Coco']"
vine hanging chair,"['Green', 'Light green', 'Dark green', 'Brown', 'Gray']",True,,1000,Crafting,,Not for sale,housewares,Chair,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrVineHangchair_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrVineHangchair_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrVineHangchair_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrVineHangchair_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrVineHangchair_Remake_4_0.png']","['Beardo', 'Rodeo', 'Norma', 'Sly', 'Diva', 'Savannah', 'Yuka', 'Mathilda', 'Amelia', 'Spork', 'Maggie', ""O'Hare"", 'Fang']"
vintage stool,"['Natural', 'Brown', 'Silver', 'Green', 'White', 'Black']",False,9200,2300,Nook's Cranny; HHP Office,,For sale,housewares,Chair,False,True,"['https://acnhcdn.com/latest/FtrIcon/FtrVintageChairS_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrVintageChairS_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrVintageChairS_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrVintageChairS_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrVintageChairS_Remake_4_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrVintageChairS_Remake_5_0.png']","['Jacob', 'Poncho', 'Naomi', 'Weber', 'Frobert', 'Kidd', 'Boone', 'Aurora', 'Roald', 'Boomer', 'Bunnie', 'Spike', 'Pecan', 'Marshal', 'Fang']"
wedding chair,"['Cute', 'Chic', 'Garden']",False,,500,Cyrus,,Not for sale,housewares,Chair,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrWeddingChairS_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWeddingChairS_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWeddingChairS_Remake_2_0.png']",['From player catalog after 27th home']
wheelchair,"['Blue', 'Red plaid', 'Green plaid', 'Beige', 'Colorful']",False,2700,675,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,For sale,housewares,Chair,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrWheelchair_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWheelchair_Remake_0_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWheelchair_Remake_0_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWheelchair_Remake_0_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWheelchair_Remake_0_4.png']","['Tabby', 'June', 'Raddle', 'Ozzie', 'Gaston', 'Sheldon', 'Fang', '6 Homes and School']"
wooden chair,"['Light wood', 'White wood', 'Cherry wood', 'Dark wood', 'Black', 'Green', 'Blue', 'Pink wood']",True,,720,Crafting,,Not for sale,housewares,Chair,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrWoodenChairS_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChairS_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChairS_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChairS_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChairS_Remake_4_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChairS_Remake_5_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChairS_Remake_6_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChairS_Remake_7_0.png']","['Annalisa', 'Goose', 'Eloise', 'Jeremiah', 'Clyde', 'Papi', 'Lyman', 'Deli', 'Curly', 'Tank', 'Blaire', 'Tasha', 'Fang', 'Skye', 'Cafe', 'Restaurant']"
wooden stool,"['Light wood', 'Light wood + Orange', 'Light wood + Pink', 'Light wood + Blue', 'Light wood + Green', 'White wood', 'White wood + Orange', 'White wood + Pink', 'White wood + Blue', 'White wood + Green', 'Cherry wood', 'Cherry wood + Orange', 'Cherry wood + Pink', 'Cherry wood + Blue', 'Cherry wood + Green', 'Dark wood', 'Dark wood + Orange', 'Dark wood + Pink', 'Dark wood + Blue', 'Dark wood + Green', 'Black', 'Black + Orange', 'Black + Pink', 'Black + Blue', 'Black + Green', 'Green', 'Green + Orange', 'Green + Pink', 'Green + Blue', 'Green + Green', 'Blue', 'Blue + Orange', 'Blue + Pink', 'Blue + Blue', 'Blue + Green', 'Pink wood', 'Pink wood + Orange', 'Pink wood + Pink', 'Pink wood + Blue', 'Pink wood + Green']",True,,480,Crafting,,Not for sale,housewares,Chair,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_0_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_0_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_0_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_0_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_1_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_1_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_1_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_1_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_2_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_2_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_2_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_2_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_3_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_3_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_3_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_3_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_4_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_4_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_4_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_4_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_4_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_5_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_5_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_5_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_5_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_5_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_6_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_6_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_6_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_6_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_6_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_7_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_7_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_7_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_7_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_7_4.png']","['Jacob', 'Lucha', 'Stu', 'Merry', 'Poncho', 'Drift', 'Billy', 'Louie', 'Peaches', 'Deli', 'Anicotti', 'Julia', 'Frank', 'Spork', 'Maggie', 'Snake', 'Stella', 'Blaire', 'Sally', 'Ricky', 'Tasha', 'Fang', 'Skye', 'Cafe', 'Restaurant']"
wooden-block chair,"['Natural', 'Mixed wood', 'Colorful', 'Pastel', 'Vivid']",True,,720,Crafting,,Not for sale,housewares,Chair,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrBlockChairS_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBlockChairS_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBlockChairS_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBlockChairS_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBlockChairS_Remake_4_0.png']","['Stinky', 'Stitches', 'Bones', 'Dizzy', 'Marcie', 'Bree', 'Wade', 'Fang']"
wooden-block stool,"['Natural', 'Mixed wood', 'Colorful', 'Pastel', 'Vivid']",True,,600,Crafting,,Not for sale,housewares,Chair,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrBlockStoolS_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBlockStoolS_Remake_1_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBlockStoolS_Remake_2_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBlockStoolS_Remake_3_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrBlockStoolS_Remake_4_0.png']","['Stinky', 'Butch', 'Dizzy', 'Bree', 'Spork']"
zen cushion,"['Deep blue', 'Indigo', 'Azuki red', 'Deep green', 'Goldfish', 'Crane', 'Gold']",False,500,125,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,For sale,housewares,Chair,True,True,"['https://acnhcdn.com/latest/FtrIcon/FtrCushionJapan_Remake_0_0.png', 'https://acnhcdn.com/latest/FtrIcon/FtrCushionJapan_Remake_0_1.png', 'https://acnhcdn.com/latest/FtrIcon/FtrCushionJapan_Remake_0_2.png', 'https://acnhcdn.com/latest/FtrIcon/FtrCushionJapan_Remake_0_3.png', 'https://acnhcdn.com/latest/FtrIcon/FtrCushionJapan_Remake_0_4.png', 'https://acnhcdn.com/latest/FtrIcon/FtrCushionJapan_Remake_0_5.png', 'https://acnhcdn.com/latest/FtrIcon/FtrCushionJapan_Remake_0_6.png']","['Annalisa', 'Admiral', 'Mitzi', 'Purrl', 'Kabuki', 'Barold', 'Ken', 'Bam', 'Shino', 'Benjamin', 'Mallary', 'Wart Jr.', 'Jeremiah', 'Canberra', 'Tiansheng', 'Greta', 'Gladys', 'Cranston', 'Blanche', 'Buzz', 'Snake', 'Genji', 'Toby', 'Tank', 'Wendy', 'Nibbles', 'Hazel', 'Dobie', 'Cafe', 'Restaurant']"
Bunny Day wardrobe,,True,,1600,Crafting,,Not for sale,housewares,Chest,False,False,https://acnhcdn.com/latest/FtrIcon/FtrEggClosetLR.png,['From player catalog after 27th home']
Gemini closet,,True,,22200,Crafting,,Not for sale,housewares,Chest,False,False,https://acnhcdn.com/latest/FtrIcon/FtrZodiacGemini.png,"['Alfonso', 'Julian', 'Celia', 'Tiffany', 'Sasha', 'Timbra', 'Pietro']"
