Name,Variation,DIY,Buy,Sell,Source,Source Notes,Catalog,Tab,Tag,Customize,Cyrus,Image,HHP Source
noble dress (Purple),Purple,False,5200,1300,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNoble5.png,"['Olaf', 'Monique', 'Elvis', 'Elise']"
noble zap suit (Pink),Pink,False,2760,690,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine0.png,"['Rocket', 'Agent S']"
noble zap suit (White),White,False,2760,690,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine7.png,"['Rocket', 'Agent S']"
noble zap suit (Silver),Silver,False,2760,690,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine6.png,"['Rocket', 'Agent S']"
noble zap suit (Black),Black,False,2760,690,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine5.png,"['Rocket', 'Agent S']"
noble zap suit (Red),Red,False,2760,690,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine3.png,"['Rocket', 'Agent S']"
noble zap suit (Yellow),Yellow,False,2760,690,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine4.png,"['Rocket', 'Agent S']"
noble zap suit (Green),Green,False,2760,690,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine2.png,"['Rocket', 'Agent S']"
noble zap suit (Blue),Blue,False,2760,690,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLHeroine1.png,"['Rocket', 'Agent S']"
Nook Inc. leotard,,False,,4500,Group Stretching,Sent in the mail after doing group stretches on 3 different days,Not for sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHAerobics0.png,From player catalog after 27th home
nurse's dress uniform (White),White,False,2200,550,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHNurse1.png,['Hospital']
nurse's dress uniform (Pink),Pink,False,2200,550,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHNurse0.png,['Hospital']
nurse's dress uniform (Blue),Blue,False,2200,550,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHNurse2.png,['Hospital']
office uniform (Gray),Gray,False,1600,400,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLOffice2.png,"['Chevre', 'Graham', 'Sydney', 'Gala']"
office uniform (Pink),Pink,False,1600,400,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLOffice1.png,"['Chevre', 'Graham', 'Sydney', 'Gala']"
office uniform (Blue),Blue,False,1600,400,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLOffice0.png,"['Chevre', 'Graham', 'Sydney', 'Gala']"
ogre costume (Red),Red,False,1600,400,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLOgre1.png,From player catalog after 27th home
ogre costume (Green),Green,False,1600,400,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLOgre2.png,From player catalog after 27th home
ogre costume (Blue),Blue,False,1600,400,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLOgre0.png,From player catalog after 27th home
old commoner's kimono (Red),Red,False,1920,480,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLShitamachi3.png,"['Walt', 'Blanche']"
old commoner's kimono (Golden yellow),Golden yellow,False,1920,480,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLShitamachi0.png,"['Walt', 'Blanche']"
old commoner's kimono (Green),Green,False,1920,480,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLShitamachi2.png,"['Walt', 'Blanche']"
old commoner's kimono (Blue),Blue,False,1920,480,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLShitamachi1.png,"['Walt', 'Blanche']"
orange dress,,True,,1600,Crafting,,Not for sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNOrange.png,"['Tangy', 'Purrl', 'Tasha']"
Orihime outfit,,False,2500,625,Nook Shopping Seasonal,,Seasonal,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLWeaverwomen0.png,From player catalog after 27th home
overall dress (Denim),Denim,False,2000,500,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHJumperskirt0.png,"['Jacob', 'Dotty']"
overall dress (Red),Red,False,2000,500,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHJumperskirt3.png,"['Jacob', 'Dotty']"
overall dress (Yellow),Yellow,False,2000,500,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHJumperskirt1.png,"['Jacob', 'Dotty']"
overall dress (Green),Green,False,2000,500,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHJumperskirt4.png,"['Jacob', 'Dotty']"
overall dress (Beige),Beige,False,2000,500,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHJumperskirt2.png,"['Jacob', 'Dotty']"
oversized print dress (Pink),Pink,False,1800,450,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNStandard0.png,"['Merry', 'Margie']"
oversized print dress (Orange),Orange,False,1800,450,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNStandard4.png,"['Merry', 'Margie']"
oversized print dress (Green),Green,False,1800,450,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNStandard2.png,"['Merry', 'Margie']"
oversized print dress (Blue),Blue,False,1800,450,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNStandard1.png,"['Merry', 'Margie']"
oversized print dress (Brown),Brown,False,1800,450,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNStandard3.png,"['Merry', 'Margie']"
oversized print dress (Beige),Beige,False,1800,450,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNStandard5.png,"['Merry', 'Margie']"
oversized-sweats dress (Red),Red,False,1500,375,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLSwitchsweat0.png,From player catalog after 27th home
oversized-sweats dress (Pink),Pink,False,1500,375,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLSwitchsweat4.png,From player catalog after 27th home
oversized-sweats dress (Orange),Orange,False,1500,375,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLSwitchsweat3.png,From player catalog after 27th home
oversized-sweats dress (Yellow),Yellow,False,1500,375,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLSwitchsweat2.png,From player catalog after 27th home
oversized-sweats dress (Light blue),Light blue,False,1500,375,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLSwitchsweat1.png,From player catalog after 27th home
painter's coverall (White),White,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPaint2.png,"['Curt', 'Merry', 'Cesar', 'Chief', 'Skye']"
painter's coverall (Green),Green,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPaint1.png,"['Curt', 'Merry', 'Cesar', 'Chief', 'Skye']"
painter's coverall (Beige),Beige,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPaint0.png,"['Curt', 'Merry', 'Cesar', 'Chief', 'Skye']"
pajama dress (Gray),Gray,False,1200,300,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLPajamas2.png,"['Olivia', 'Cleo', 'Wade', 'Hospital']"
pajama dress (Berry red),Berry red,False,1200,300,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLPajamas3.png,"['Olivia', 'Cleo', 'Wade', 'Hospital']"
pajama dress (Green),Green,False,1200,300,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLPajamas1.png,"['Olivia', 'Cleo', 'Wade', 'Hospital']"
pajama dress (Navy blue),Navy blue,False,1200,300,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLPajamas0.png,"['Olivia', 'Cleo', 'Wade', 'Hospital']"
pajama dress (Brown),Brown,False,1200,300,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLPajamas4.png,"['Olivia', 'Cleo', 'Wade', 'Hospital']"
palatial tank dress,,False,2520,630,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNNile.png,['Ankha']
Paradise Planning dress,,False,,,HHP Office,Only available as a work clothes for Paradise Planning,Promotion,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNTakumi0.png,From player catalog after 27th home
Paradise Planning maxi,,False,,,HHP Office,Only available as a work clothes for Paradise Planning,Promotion,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHTakumi0.png,From player catalog after 27th home
Paradise Planning muumuu,,False,,,HHP Office,Only available as a work clothes for Paradise Planning,Promotion,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHUniform0.png,['Start']
parka and shirtdress (Red),Red,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLParkershirt2.png,From player catalog after 27th home
parka and shirtdress (Yellow),Yellow,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLParkershirt1.png,From player catalog after 27th home
parka and shirtdress (Blue),Blue,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLParkershirt0.png,From player catalog after 27th home
parka dress (Pink),Pink,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLParka4.png,From player catalog after 27th home
parka dress (Orange),Orange,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLParka1.png,From player catalog after 27th home
parka dress (Yellow),Yellow,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLParka0.png,From player catalog after 27th home
parka dress (Green),Green,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLParka3.png,From player catalog after 27th home
parka dress (Blue),Blue,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLParka2.png,From player catalog after 27th home
peach dress,,True,,1600,Crafting,,Not for sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPeach0.png,['Flora']
peacoat-and-skirt combo (Red),Red,False,2400,600,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLPcoat1.png,['Colton']
peacoat-and-skirt combo (Blue),Blue,False,2400,600,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLPcoat0.png,['Colton']
pear dress,,True,,1600,Crafting,,Not for sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPear0.png,['Apple']
pharaoh's outfit,,False,2520,630,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongHEgypt.png,['Lucky']
pilot's uniform (Black),Black,False,2240,560,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPilot1.png,"['Kevin', 'Hornsby', 'Filbert']"
pilot's uniform (Light blue),Light blue,False,2240,560,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPilot2.png,"['Kevin', 'Hornsby', 'Filbert']"
pilot's uniform (Navy blue),Navy blue,False,2240,560,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPilot0.png,"['Kevin', 'Hornsby', 'Filbert']"
pinafore (Pink),Pink,False,1600,400,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLKappogi1.png,"['Mitzi', 'Ava', 'Bam', 'Violet', 'Snake', 'Cally', 'Cafe', 'Restaurant']"
pinafore (Dark blue),Dark blue,False,1600,400,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLKappogi0.png,"['Mitzi', 'Ava', 'Bam', 'Violet', 'Snake', 'Cally', 'Cafe', 'Restaurant']"
pinafore (Muslin),Muslin,False,1600,400,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLKappogi2.png,"['Mitzi', 'Ava', 'Bam', 'Violet', 'Snake', 'Cally', 'Cafe', 'Restaurant']"
pineapple dress,,False,1500,375,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNPineapple.png,"['Victoria', 'Tammi']"
pintuck-pleated dress (Pink),Pink,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHDolly0.png,"['Eloise', 'Lucy']"
pintuck-pleated dress (Lime),Lime,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHDolly1.png,"['Eloise', 'Lucy']"
pintuck-pleated dress (Green),Green,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHDolly2.png,"['Eloise', 'Lucy']"
pintuck-pleated dress (Light blue),Light blue,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHDolly4.png,"['Eloise', 'Lucy']"
pintuck-pleated dress (Purple),Purple,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHDolly3.png,"['Eloise', 'Lucy']"
pintuck-pleated dress (Brown),Brown,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHDolly5.png,"['Eloise', 'Lucy']"
pirate dress (Black),Black,False,,750,Gullivarrr,,Not for sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHPirate2.png,From player catalog after 27th home
pirate dress (Red),Red,False,,750,Gullivarrr,,Not for sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHPirate0.png,From player catalog after 27th home
pirate dress (Blue),Blue,False,,750,Gullivarrr,,Not for sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHPirate1.png,From player catalog after 27th home
pirate outfit (Black),Black,False,,630,Gullivarrr,,Not for sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHPirates2.png,From player catalog after 27th home
pirate outfit (Red),Red,False,,630,Gullivarrr,,Not for sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHPirates0.png,From player catalog after 27th home
pirate outfit (Blue),Blue,False,,630,Gullivarrr,,Not for sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallHPirates1.png,From player catalog after 27th home
pirate-treasure robe,,False,,3000,Gullivarrr,,Not for sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLPirates0.png,From player catalog after 27th home
PJ outfit (Gray),Gray,False,1050,262,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPajama2.png,"['Olivia', 'Goose', 'Lily', 'Kitt', 'Wade', 'Hospital']"
PJ outfit (Red),Red,False,1050,262,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPajama4.png,"['Olivia', 'Goose', 'Lily', 'Kitt', 'Wade', 'Hospital']"
PJ outfit (Green),Green,False,1050,262,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPajama3.png,"['Olivia', 'Goose', 'Lily', 'Kitt', 'Wade', 'Hospital']"
PJ outfit (Blue),Blue,False,1050,262,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPajama0.png,"['Olivia', 'Goose', 'Lily', 'Kitt', 'Wade', 'Hospital']"
PJ outfit (Navy blue),Navy blue,False,1050,262,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPajama1.png,"['Olivia', 'Goose', 'Lily', 'Kitt', 'Wade', 'Hospital']"
plaid-print dress (Energetic plaid),Energetic plaid,False,2000,500,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBlockcheck1.png,['Margie']
plaid-print dress (Sweet plaid),Sweet plaid,False,2000,500,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBlockcheck3.png,['Margie']
plaid-print dress (Fancy plaid),Fancy plaid,False,2000,500,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBlockcheck0.png,['Margie']
plaid-print dress (Dreamy plaid),Dreamy plaid,False,2000,500,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBlockcheck2.png,['Margie']
plover dress (Gray),Gray,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLChidori1.png,From player catalog after 27th home
plover dress (Green),Green,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLChidori2.png,From player catalog after 27th home
plover dress (Brown),Brown,False,1600,400,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLChidori0.png,From player catalog after 27th home
Pompompurin outfit,,False,2400,600,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Promotion,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLPurin0.png,['Marty']
power suit (Black),Black,False,3780,945,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPowered3.png,"['Roswell', 'Biff', 'Sasha', 'Agent S']"
power suit (Red),Red,False,3780,945,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPoweredRed.png,"['Roswell', 'Biff', 'Sasha', 'Agent S']"
power suit (Green),Green,False,3780,945,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPowered2.png,"['Roswell', 'Biff', 'Sasha', 'Agent S']"
power suit (Blue),Blue,False,3780,945,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLPowered1.png,"['Roswell', 'Biff', 'Sasha', 'Agent S']"
prim outfit (Gray),Gray,False,1920,480,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLEnsemble1.png,"['Felicity', 'Fauna']"
prim outfit (Pink),Pink,False,1920,480,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLEnsemble2.png,"['Felicity', 'Fauna']"
prim outfit (Blue),Blue,False,1920,480,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLEnsemble0.png,"['Felicity', 'Fauna']"
princess dress (Gray),Gray,False,5500,1375,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLPrincess7.png,"['Elvis', 'Elise', 'Penelope']"
princess dress (Pink),Pink,False,5500,1375,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLPrincess3.png,"['Elvis', 'Elise', 'Penelope']"
princess dress (Orange),Orange,False,5500,1375,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLPrincess6.png,"['Elvis', 'Elise', 'Penelope']"
princess dress (Yellow),Yellow,False,5500,1375,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLPrincess2.png,"['Elvis', 'Elise', 'Penelope']"
princess dress (Green),Green,False,5500,1375,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLPrincess1.png,"['Elvis', 'Elise', 'Penelope']"
princess dress (Mint),Mint,False,5500,1375,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLPrincess5.png,"['Elvis', 'Elise', 'Penelope']"
princess dress (Blue),Blue,False,5500,1375,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLPrincess0.png,"['Elvis', 'Elise', 'Penelope']"
princess dress (Purple),Purple,False,5500,1375,Able Sisters,Available from Able Sisters shop only,For sale,clothing,dressup,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLPrincess4.png,"['Elvis', 'Elise', 'Penelope']"
